year,gender,n_players,fr_arrival,fr_arrival_sd,sr_finish,sr_finish_sd,fr_cross_rate,fr_top9_share,dev_mean,dev_sd,first_time_champs,poy_underclass,poy_total
2057,boys,17295,0.6036829235155231,0.12406767400487283,0.8687913124967708,0.05656292422073848,0.011821828161283512,0.11263492063492063,7.50720115218435,5.757931291301167,4,0,12
2057,girls,17862,0.6155412991039159,0.12590028892743685,0.8687590520705962,0.05623938469512033,0.008663366336633664,0.10428849902534112,7.997916505903233,6.742258945972701,5,1,12
2058,boys,17234,0.6046906705964693,0.12434546022793493,0.8679190736235556,0.05581896177969614,0.014350945857795172,0.12152380952380952,5.155064544230617,3.496305663459865,6,2,12
2058,girls,17782,0.6184697864812725,0.12781383165445212,0.869311450074416,0.055492188581494274,0.013774104683195593,0.12244152046783625,4.659698292365419,3.26584211607138,7,1,12
2059,boys,17256,0.6066705275177033,0.126508351207887,0.8672482761458675,0.05702467066071551,0.01649882151274909,0.12736507936507938,5.070617205496863,3.410839320645533,5,0,12
2059,girls,17755,0.613603485320888,0.12615546287190837,0.8697891629588699,0.056026504711538284,0.01466275659824047,0.12816764132553607,4.478391495262306,3.1528015845889414,5,0,12
2060,boys,17187,0.6818788254302413,0.15742724583009085,0.8698146848395986,0.0577165742004738,0.13370236321055992,0.232,4.978062449959968,3.3337922048735047,5,12,12
2060,girls,17792,0.686136085007144,0.1562648820378628,0.871654141435693,0.05802912874030678,0.13538901368184603,0.2324561403508772,4.334936021713842,2.949075489785354,10,12,12
2061,boys,17153,0.6820928151011303,0.15676818065692674,0.8688474042683136,0.05799824402747297,0.1401969178082192,0.21142857142857144,4.367518628315039,3.342567569436257,7,12,12
2061,girls,17762,0.6855194151883653,0.15425097824848905,0.8731755410504877,0.058347131217782476,0.14847794574446055,0.21783625730994152,3.989561586638831,3.117478540650851,7,12,12
2062,boys,17180,0.6830546193292945,0.1572727384569808,0.8715419607315178,0.057509429935355266,0.1348122866894198,0.20495238095238094,4.06860390650016,3.7513174807244334,6,12,12
2062,girls,17752,0.6869055417804262,0.15456013278136224,0.8714847668878278,0.05786422051295861,0.1629130709324353,0.20065789473684212,3.727097915544958,3.5133306563611577,6,12,12
