program_id,program_name,gender,championship_group,rank,coefficient,trend,season_points,seasons_of_history,bootstrap,as_of_world_year,window_world_years,breakdown_json,class_rank,record,state_finish,state_champion,rank_gap
Joseph High|boys,Joseph,boys,1A,11,59.8,1.000000000000007,10.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 10.0, 1.0], [58, 8.0, 1.0], [57, 16.0, 1.0], [56, 6.0, 0.6], [55, 11.0, 0.6], [54, 10.0, 0.6], [53, 12.0, 0.3], [52, 10.0, 0.3], [51, 10.0, 0.3]]",3,22-3,Octofinalist,0,8
Pellford|boys,Pellford,boys,1A,12,57.6,9.299999999999995,16.0,43,0,59,59 58 57 56 55 54 53 52 51,"[[59, 16.0, 1.0], [58, 10.0, 1.0], [57, 16.0, 1.0], [56, 10.0, 0.6], [55, 4.0, 0.6], [54, 7.0, 0.6], [53, 0.0, 0.3], [52, 10.0, 0.3], [51, 0.0, 0.3]]",11,24-6,Quarterfinalist,0,1
Serra Caverly|boys,Portola-Caverly,boys,1A,13,52.89999999999999,-5.0,10.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 10.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 16.0, 0.6], [54, 27.0, 0.6], [53, 11.0, 0.3], [52, 8.0, 0.3], [51, 38.0, 0.3]]",10,21-6,Octofinalist,0,3
Bidwell City|boys,Alfalfa City,boys,1A,14,51.8,5.799999999999997,9.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 9.0, 1.0], [58, 13.0, 1.0], [57, 16.0, 1.0], [56, 8.0, 0.6], [55, 14.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 2.0, 0.3]]",14,24-10,Round of 24,0,0
St. Genevieve High School|boys,Bravewoman,boys,1A,15,44.1,-18.700000000000003,0.0,20,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 10.0, 0.6], [55, 9.0, 0.6], [54, 10.0, 0.6], [53, 39.0, 0.3], [52, 26.0, 0.3], [51, 24.0, 0.3]]",77,5-22,Areas,0,-62
Thornford|boys,Thorn Summit,boys,1A,16,43.8,0.0,7.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 7.0, 1.0], [58, 0.0, 1.0], [57, 8.0, 1.0], [56, 10.0, 0.6], [55, 12.0, 0.6], [54, 16.0, 0.6], [53, 10.0, 0.3], [52, 0.0, 0.3], [51, 10.0, 0.3]]",31,17-12,Round of 24,0,-15
St. Perpetua Preparatory|boys,St. Josephine Bakhita,boys,1A,17,42.9,9.6,16.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 16.0, 1.0], [58, 9.0, 1.0], [57, 14.0, 1.0], [56, 1.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 8.0, 0.3], [52, 0.0, 0.3], [51, 3.0, 0.3]]",25,22-10,Octofinalist,0,-8
Wickbrook|boys,Salmon Bay,boys,1A,18,39.3,-4.899999999999999,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 10.0, 1.0], [57, 11.0, 1.0], [56, 10.0, 0.6], [55, 6.0, 0.6], [54, 0.0, 0.6], [53, 3.0, 0.3], [52, 9.0, 0.3], [51, 17.0, 0.3]]",34,12-14,Parastate,0,-16
Burnt River High|boys,Burnt River,boys,1A,19,38.2,-8.799999999999997,0.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 8.0, 1.0], [57, 11.0, 1.0], [56, 16.0, 0.6], [55, 16.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",80,2-19,Areas,0,-61
Klickitat High|boys,Klickitat,boys,1A,20,37.8,5.100000000000001,13.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 13.0, 1.0], [58, 11.0, 1.0], [57, 0.0, 1.0], [56, 10.0, 0.6], [55, 7.0, 0.6], [54, 1.0, 0.6], [53, 10.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",12,21-9,Octofinalist,0,8
Dufur High|boys,Dufur,boys,1A,21,37.1,5.5,11.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 11.0, 1.0], [58, 9.0, 1.0], [57, 9.0, 1.0], [56, 1.0, 0.6], [55, 0.0, 0.6], [54, 8.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 9.0, 0.3]]",15,21-7,Round of 24,0,6
Nicolás Treviño|boys,Valera,boys,1A,22,36.8,14.799999999999995,16.0,20,0,59,59 58 57 56 55 54 53 52 51,"[[59, 16.0, 1.0], [58, 11.0, 1.0], [57, 8.0, 1.0], [56, 3.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",21,27-10,Octofinalist,0,1
Adrian High|boys,Adrian,boys,1A,23,35.099999999999994,-1.3000000000000045,0.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 9.0, 1.0], [57, 6.0, 1.0], [56, 1.0, 0.6], [55, 0.0, 0.6], [54, 17.0, 0.6], [53, 3.0, 0.3], [52, 11.0, 0.3], [51, 17.0, 0.3]]",42,13-12,Wards,0,-19
San Aurelio|boys,San Aurelio,boys,1A,24,33.6,0.5,10.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 10.0, 1.0], [58, 1.0, 1.0], [57, 10.0, 1.0], [56, 8.0, 0.6], [55, 3.0, 0.6], [54, 2.0, 0.6], [53, 8.0, 0.3], [52, 8.0, 0.3], [51, 0.0, 0.3]]",17,20-6,Octofinalist,0,7
Camden Flat|boys,Camden Flat,boys,1A,25,32.9,-5.299999999999997,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 3.0, 1.0], [57, 11.0, 1.0], [56, 11.0, 0.6], [55, 10.0, 0.6], [54, 5.0, 0.6], [53, 3.0, 0.3], [52, 7.0, 0.3], [51, 1.0, 0.3]]",40,14-12,Wards,0,-15
Levee Bluff|boys,Levee Bluff,boys,1A,26,32.5,1.5,8.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 8.0, 1.0], [58, 1.0, 1.0], [57, 1.0, 1.0], [56, 2.0, 0.6], [55, 10.0, 0.6], [54, 16.0, 0.6], [53, 19.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",19,25-5,Round of 24,0,7
Summervale Heights|boys,Aspen Hollow,boys,1A,27,31.6,0.6999999999999993,5.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 5.0, 1.0], [58, 9.0, 1.0], [57, 11.0, 1.0], [56, 4.0, 0.6], [55, 7.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",29,16-13,Parastate,0,-2
Yarmere|boys,Yarmere,boys,1A,28,28.8,3.0,3.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 3.0, 1.0], [58, 13.0, 1.0], [57, 8.0, 1.0], [56, 0.0, 0.6], [55, 8.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",23,17-10,Parastate,0,5
Manzanita Junction|boys,Manzanita Junction,boys,1A,29,25.2,5.0,9.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 9.0, 1.0], [58, 3.0, 1.0], [57, 0.0, 1.0], [56, 10.0, 0.6], [55, 7.0, 0.6], [54, 5.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",16,25-10,Round of 24,0,13
St. Cecilia Academy|boys,Quartzburg,boys,1A,30,24.5,0.0,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 16.0, 1.0], [57, 4.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 5.0, 0.3], [51, 10.0, 0.3]]",69,6-17,Areas,0,-39
Ione High|boys,Ione,boys,1A,31,24.2,2.8000000000000007,10.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 10.0, 1.0], [58, 1.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 1.0, 0.6], [54, 9.0, 0.6], [53, 24.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",13,19-7,Octofinalist,0,18
Ashfield|boys,California Beach,boys,1A,32,23.9,-5.099999999999998,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 8.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 10.0, 0.6], [53, 0.0, 0.3], [52, 17.0, 0.3], [51, 16.0, 0.3]]",47,14-13,Wards,0,-15
Irrigon High|boys,Irrigon,boys,1A,33,23.7,-11.3,0.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 5.0, 0.6], [55, 0.0, 0.6], [54, 14.0, 0.6], [53, 7.0, 0.3], [52, 24.0, 0.3], [51, 10.0, 0.3]]",50,11-17,Areas,0,-17
Copper Crossing|boys,Copper Gap,boys,1A,34,23.1,-7.200000000000003,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 10.0, 0.6], [54, 11.0, 0.6], [53, 24.0, 0.3], [52, 11.0, 0.3], [51, 0.0, 0.3]]",60,8-14,Wards,0,-26
Featherstone Institute|boys,Featherstone Tech,boys,1A,35,23.1,-9.400000000000002,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 4.0, 0.6], [55, 0.0, 0.6], [54, 9.0, 0.6], [53, 26.0, 0.3], [52, 25.0, 0.3], [51, 0.0, 0.3]]",76,3-20,Areas,0,-41
Vernon Moss|boys,Playa Honda,boys,1A,36,19.2,-15.599999999999998,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 12.0, 0.6], [55, 0.0, 0.6], [54, 4.0, 0.6], [53, 11.0, 0.3], [52, 10.0, 0.3], [51, 11.0, 0.3]]",48,9-14,Areas,0,-12
Foothills Christian|boys,Foothills Christian,boys,1A,37,18.4,-3.6000000000000014,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 4.0, 1.0], [57, 9.0, 1.0], [56, 9.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",33,13-13,Parastate,0,4
Kernwood Lutheran|boys,Kernwood Lutheran,boys,1A,38,16.2,-5.699999999999999,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 11.0, 0.3], [52, 17.0, 0.3], [51, 26.0, 0.3]]",70,9-21,Areas,0,-32
Trout Lake|boys,Trout Lake,boys,1A,39,15.9,-9.6,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 1.0, 0.6], [53, 16.0, 0.3], [52, 11.0, 0.3], [51, 24.0, 0.3]]",43,12-16,Wards,0,-4
Weston-McEwen High|boys,Weston-McEwen,boys,1A,40,15.2,-3.700000000000003,1.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 1.0, 1.0], [58, 0.0, 1.0], [57, 7.0, 1.0], [56, 11.0, 0.6], [55, 0.0, 0.6], [54, 1.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",24,17-12,Parastate,0,16
Pine Siding|boys,Pine,boys,1A,41,13.4,0.6999999999999993,1.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 1.0, 1.0], [58, 0.0, 1.0], [57, 1.0, 1.0], [56, 0.0, 0.6], [55, 8.0, 0.6], [54, 11.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",32,16-16,Semi-Conference,0,9
Anya Orlov|boys,Riviere Salee,boys,1A,42,13.2,-5.100000000000001,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 1.0, 0.6], [53, 11.0, 0.3], [52, 17.0, 0.3], [51, 14.0, 0.3]]",53,9-15,Wards,0,-11
Glenwood High|boys,Glenwood,boys,1A,43,11.6,1.0,1.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 1.0, 1.0], [58, 10.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 1.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",28,16-15,Challengers,0,15
Brackwood Union|boys,Brackwood Pass,boys,1A,44,11.3,3.200000000000001,5.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 5.0, 1.0], [58, 3.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 1.0, 0.3], [51, 10.0, 0.3]]",27,14-15,Round of 24,0,17
Wheatley|boys,Wheatley,boys,1A,45,9.9,-0.8999999999999986,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 11.0, 0.6], [54, 0.0, 0.6], [53, 3.0, 0.3], [52, 8.0, 0.3], [51, 0.0, 0.3]]",57,6-15,Areas,0,-12
Wishram High|boys,Wishram,boys,1A,46,9.9,-2.3999999999999986,0.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 11.0, 0.6], [53, 8.0, 0.3], [52, 3.0, 0.3], [51, 0.0, 0.3]]",62,6-16,Areas,0,-16
Lyle High|boys,Lyle,boys,1A,47,9.4,-3.8000000000000007,4.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 4.0, 1.0], [58, 3.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 1.0, 0.6], [54, 0.0, 0.6], [53, 1.0, 0.3], [52, 5.0, 0.3], [51, 0.0, 0.3]]",18,21-10,Round of 24,0,29
Redwood Glen|boys,Redwood Glen,boys,1A,48,9.0,9.0,9.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 9.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",20,22-10,Round of 24,0,28
Granite Bar|boys,New Penzance Island,boys,1A,49,6.9,-5.099999999999998,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 8.0, 0.3], [52, 8.0, 0.3], [51, 7.0, 0.3]]",64,7-21,Wards,0,-15
Tule Flat Lutheran|boys,Reed Lake,boys,1A,50,6.299999999999999,-3.3000000000000007,0.0,25,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 1.0, 0.3], [52, 9.0, 0.3], [51, 11.0, 0.3]]",78,4-19,Areas,0,-28
Marlow County|boys,Marlow County,boys,1A,51,6.0,-1.200000000000001,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 3.0, 0.6], [55, 1.0, 0.6], [54, 3.0, 0.6], [53, 0.0, 0.3], [52, 3.0, 0.3], [51, 3.0, 0.3]]",56,9-16,Areas,0,-5
Wallowa High|boys,Wallowa,boys,1A,52,6.0,6.0,6.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 6.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",22,18-11,Parastate,0,30
Halemere|boys,Halemere,boys,1A,53,5.4,0.6000000000000005,3.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 3.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 8.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",30,15-11,Parastate,0,23
New Hope Christian|boys,New Hope Christian,boys,1A,54,5.4,-2.7,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 9.0, 0.3], [52, 0.0, 0.3], [51, 9.0, 0.3]]",39,13-14,Areas,0,15
St. Genevieve|boys,Whitegrass,boys,1A,55,5.1,0.0,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 17.0, 0.3]]",36,11-13,Wards,0,19
Vessey Junction-Tailingford Union|boys,Tailingford Union,boys,1A,56,4.9,3.0000000000000004,3.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 3.0, 1.0], [58, 0.0, 1.0], [57, 1.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 3.0, 0.3], [51, 0.0, 0.3]]",37,15-17,Parastate,0,19
Huckle Lake|boys,Mount Dylan Lake,boys,1A,57,4.8,1.7999999999999998,3.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 3.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 3.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",26,15-14,Challengers,0,31
St. Gabriel Preparatory|boys,Orchardgate,boys,1A,58,4.5,-2.1,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 7.0, 0.3], [51, 8.0, 0.3]]",71,5-21,Areas,0,-13
Grace Christian|boys,Grace Christian,boys,1A,59,3.7,-1.8999999999999997,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 1.0, 1.0], [56, 1.0, 0.6], [55, 1.0, 0.6], [54, 0.0, 0.6], [53, 5.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",55,12-18,Areas,0,4
Amaia Aramburu North|boys,Belmonte South,boys,1A,60,3.6,0.0,0.0,20,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 6.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",72,5-16,Areas,0,-12
Martin Luther|boys,King,boys,1A,61,3.3,-1.7999999999999998,0.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 1.0, 0.6], [54, 0.0, 0.6], [53, 6.0, 0.3], [52, 3.0, 0.3], [51, 0.0, 0.3]]",67,9-18,Areas,0,-6
McCrory|boys,McCrory,boys,1A,62,3.3,-3.3,0.0,43,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 11.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",82,0-28,Areas,0,-20
Coast Prairie|boys,Coast Prairie,boys,1A,63,3.0,-0.8999999999999999,0.0,43,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 10.0, 0.3], [51, 0.0, 0.3]]",65,8-18,Areas,0,-2
Condon High|boys,Condon,boys,1A,64,3.0,-3.0,0.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 10.0, 0.3]]",54,7-16,Wards,0,10
Elk Prairie|boys,Carolina Island,boys,1A,65,3.0,2.1,3.0,60,0,59,59 58 57 56 55 54 53 52 51,"[[59, 3.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 0.0, 0.3]]",38,14-16,Semi-Conference,0,27
Punta del Águila|boys,Punta del Águila,boys,1A,66,3.0,0.0,0.0,43,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 10.0, 0.3], [51, 0.0, 0.3]]",73,6-23,Areas,0,-7
Pilot Rock High|boys,Pilot Rock,boys,1A,67,2.9,-0.5,1.0,35,0,59,59 58 57 56 55 54 53 52 51,"[[59, 1.0, 1.0], [58, 1.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 3.0, 0.3], [51, 0.0, 0.3]]",51,10-13,Wards,0,16
Flume|boys,Flume,boys,1A,68,2.7,-3.3000000000000003,0.0,43,0,59,59 58 57 56 55 54 53 52 51,"[[59, 0.0, 1.0], [58, 0.0, 1.0], [57, 0.0, 1.0], [56, 0.0, 0.6], [55, 0.0, 0.6], [54, 0.0, 0.6], [53, 0.0, 0.3], [52, 0.0, 0.3], [51, 9.0, 0.3]]",45,11-17,Sectionals,0,23
