program_id,gender,2083,2086,change,program_name,group
Amaia Etxeberria|girls,girls,18,9,9,Boyle Heights,Group 1
Amalia Escobedo|boys,boys,39,31,8,Petoskey Rock,7A
Amalia Escobedo|girls,girls,16,20,-4,Petoskey Rock,7A
Amelia Freeman North|boys,boys,18,9,9,Casco,5A
Amelia Freeman North|girls,girls,5,16,-11,Casco,5A
Amelia Freeman|girls,girls,67,65,2,Nanticoke,5A
Amelia|boys,boys,54,57,-3,Amelia,9A
Amelia|girls,girls,68,55,13,Amelia,9A
Amos Cross|boys,boys,23,11,12,L.B. Johnson,9A
Amos Cross|girls,girls,25,13,12,L.B. Johnson,9A
Amos Moss|boys,boys,23,21,2,Robledo,7A
Amos Moss|girls,girls,20,25,-5,Robledo,7A
Ander Aramburu|boys,boys,70,72,-2,Western Sky,Group 1
Ander Aramburu|girls,girls,59,39,20,Western Sky,Group 1
Ander Arrieta|boys,boys,17,16,1,Bolinas,6A
Ander Arrieta|girls,girls,3,5,-2,Bolinas,6A
Andrew Jackson North|boys,boys,1,66,-65,Chaparral,8A
Andrew Jackson North|girls,girls,16,65,-49,Chaparral,8A
Andrés Ibarra|boys,boys,24,18,6,Monongahela,Group 1
Andrés Ibarra|girls,girls,17,2,15,Monongahela,Group 1
Andrés Valera North|boys,boys,42,21,21,Pawnee,6A
Andrés Valera North|girls,girls,58,26,32,Pawnee,6A
Andrés Valera|boys,boys,29,9,20,Basalt,4A
Andrés Valera|girls,girls,16,5,11,Basalt,4A
Anneliese Halvorsen|boys,boys,64,63,1,Washington,8A
Anneliese Halvorsen|girls,girls,32,54,-22,Washington,8A
Anneliese Ricci|boys,boys,38,30,8,Carondelet,9A
Anneliese Ricci|girls,girls,20,19,1,Carondelet,9A
Annie Springs Crater View|boys,boys,73,23,50,Crater View,8A
Annie Springs Crater View|girls,girls,60,4,56,Crater View,8A
Annie Springs|boys,boys,47,34,13,Annie Springs,2A
Annie Springs|girls,girls,35,24,11,Annie Springs,2A
Ansotegui Siding Commonwealth|girls,girls,51,37,14,Pinebluffs,7A
Antelope Butte|boys,boys,59,32,27,Antelope Butte,6A
Antelope Butte|girls,girls,42,35,7,Antelope Butte,6A
Anya Antonov|boys,boys,53,22,31,Mar Vista,9A
Anya Antonov|girls,girls,29,44,-15,Mar Vista,9A
Anya Belov|boys,boys,48,57,-9,Arroyo,4A
Anya Belov|girls,girls,28,53,-25,Arroyo,4A
Anya Orlov|boys,boys,82,53,29,Riviere Salee,1A
Anya Orlov|girls,girls,51,65,-14,Riviere Salee,1A
Archbishop Doyle Prep|boys,boys,62,46,16,Doyle,6A
Archbishop Doyle Prep|girls,girls,49,65,-16,Doyle,6A
Archbishop Quinlan|boys,boys,25,8,17,Quaking Aspen,1A
Archbishop Quinlan|girls,girls,25,10,15,Quaking Aspen,1A
Arlington High|boys,boys,35,74,-39,Arlington,1A
Arlington High|girls,girls,73,82,-9,Arlington,1A
Arrieta Treasure Valley|boys,boys,3,50,-47,Canyonlands,7A
Arrieta Treasure Valley|girls,girls,4,57,-53,Canyonlands,7A
Arrieta|boys,boys,42,70,-28,Arrieta,9A
Arrieta|girls,girls,60,60,0,Arrieta,9A
Ashbrook|boys,boys,10,6,4,Ashbrook,Group 3
Ashbrook|girls,girls,9,13,-4,Ashbrook,Group 3
Ashbury Central North|boys,boys,5,14,-9,Kishwaukee,Group 2
Ashbury Central North|girls,girls,5,5,0,Kishwaukee,Group 2
Ashbury Central|boys,boys,14,9,5,Tallulah Central,Group 1
Ashbury Central|girls,girls,3,4,-1,Tallulah Central,Group 1
Ashbury East|boys,boys,54,44,10,Alameda,7A
Ashbury East|girls,girls,38,49,-11,Alameda,7A
Ashbury Heights|boys,boys,32,26,6,Ashbury Central,9A
Ashbury Heights|girls,girls,73,32,41,Ashbury Central,9A
Ashbury West|boys,boys,40,63,-23,Laurel Park,9A
Ashbury West|girls,girls,30,61,-31,Laurel Park,9A
Ashfield|boys,boys,38,47,-9,California Beach,1A
Ashfield|girls,girls,17,26,-9,California Beach,1A
Ashwood|boys,boys,60,37,23,Gruesome Ridge,2A
Ashwood|girls,girls,39,47,-8,Gruesome Ridge,2A
Aspen Harbor|boys,boys,40,26,14,East Simmons,Group 3
Aspen Harbor|girls,girls,27,28,-1,East Simmons,Group 3
Assay|boys,boys,29,38,-9,Assay,Group 3
Assay|girls,girls,39,34,5,Assay,Group 3
Astrid Ricci|boys,boys,6,1,5,Jesuit,9A
Astrid Ricci|girls,girls,1,7,-6,Jesuit,9A
Atlanta|boys,boys,75,61,14,Atlanta,Group 1
Atlanta|girls,girls,58,66,-8,Atlanta,Group 1
Aurelia Classical Academy|boys,boys,7,13,-6,Goodman,Group 1
Aurelia Classical Academy|girls,girls,31,13,18,Goodman,Group 1
Aurelia|boys,boys,72,66,6,Aurelia,Group 1
Aurelia|girls,girls,73,72,1,Aurelia,Group 1
Averill|boys,boys,5,7,-2,Averill,4A
Averill|girls,girls,17,11,6,Averill,4A
Bahía Leal|boys,boys,28,49,-21,Bahía Leal,7A
Bahía Leal|girls,girls,11,55,-44,Bahía Leal,7A
Baker High|boys,boys,23,12,11,Baker,5A
Baker High|girls,girls,37,13,24,Baker,5A
Bancroft|boys,boys,62,64,-2,Bancroft,3A
Bancroft|girls,girls,47,66,-19,Bancroft,3A
Baptist HS|boys,boys,4,2,2,Baptist,7A
Baptist HS|girls,girls,2,2,0,Baptist,7A
Barclay Golden Gate|boys,boys,15,27,-12,Gate City,5A
Barclay Golden Gate|girls,girls,58,29,29,Gate City,5A
Barclay|boys,boys,5,3,2,Barclay,3A
Barclay|girls,girls,1,4,-3,Barclay,3A
Bardsley County High|boys,boys,15,49,-34,Violet City,3A
Bardsley County High|girls,girls,46,54,-8,Violet City,3A
Bardsley County|boys,boys,43,47,-4,Bardsley County,8A
Bardsley County|girls,girls,25,55,-30,Bardsley County,8A
Barley Gap|boys,boys,3,58,-55,Barley Gap,1A
Barley Gap|girls,girls,18,51,-33,Barley Gap,1A
Barleyfield|boys,boys,57,58,-1,Barleyfield,4A
Barleyfield|girls,girls,47,67,-20,Barleyfield,4A
Barlowe County High|boys,boys,28,26,2,Barlowe County,4A
Barlowe County High|girls,girls,30,24,6,Barlowe County,4A
Basalt Fork|girls,girls,23,15,8,Río Salado,1A
Basalt Prairie Union|boys,boys,16,40,-24,Prairie,Group 3
Basalt Prairie Union|girls,girls,34,52,-18,Prairie,Group 3
Bayard Rustin|boys,boys,13,65,-52,Rustin,9A
Bayard Rustin|girls,girls,70,51,19,Rustin,9A
Beacon Hill|boys,boys,10,10,0,Beacon Hill,4A
Beacon Hill|girls,girls,29,14,15,Beacon Hill,4A
Beargrass Christian|boys,boys,12,25,-13,Beargrass,Group 3
Beargrass Christian|girls,girls,42,25,17,Beargrass,Group 3
Beatrice Davenport|boys,boys,30,49,-19,Fort Halloran,4A
Beatrice Davenport|girls,girls,60,55,5,Fort Halloran,4A
Beatriz Salcedo|boys,boys,71,46,25,Spring Branch,Group 1
Beatriz Salcedo|girls,girls,52,61,-9,Spring Branch,Group 1
Beatriz Zamora|boys,boys,46,83,-37,Tower Grove,9A
Beatriz Zamora|girls,girls,55,68,-13,Tower Grove,9A
Bellacosta|boys,boys,43,55,-12,Bellacosta,7A
Bellacosta|girls,girls,59,59,0,Bellacosta,7A
Bell|boys,boys,54,34,20,Bell,8A
Bell|girls,girls,73,53,20,Bell,8A
Belmonte Agricultural Sciences Academy|boys,boys,31,15,16,Pelican Town,6A
Belmonte Agricultural Sciences Academy|girls,girls,51,19,32,Pelican Town,6A
Belmonte Applied Sciences Institute|boys,boys,35,43,-8,Yazoo,2A
Belmonte Applied Sciences Institute|girls,girls,55,40,15,Yazoo,2A
Belmonte Civic Leadership Academy|boys,boys,50,73,-23,Keeler,9A
Belmonte Civic Leadership Academy|girls,girls,41,49,-8,Keeler,9A
Belmonte Classical Academy|boys,boys,42,32,10,J. Madison,7A
Belmonte Classical Academy|girls,girls,50,33,17,J. Madison,7A
Belmonte Health Sciences Academy|boys,boys,2,55,-53,Dusty Spur,6A
Belmonte Health Sciences Academy|girls,girls,5,49,-44,Dusty Spur,6A
Belmonte Northwest|boys,boys,43,51,-8,Kokomo,Group 1
Belmonte Northwest|girls,girls,10,33,-23,Kokomo,Group 1
Belmonte River Plain|boys,boys,21,44,-23,Chillicothe,Group 1
Belmonte River Plain|girls,girls,50,44,6,Chillicothe,Group 1
Belmonte Technical Arts Academy|boys,boys,61,65,-4,Sojourner Truth,4A
Belmonte Technical Arts Academy|girls,girls,68,69,-1,Sojourner Truth,4A
Belmonte|boys,boys,52,33,19,Belmonte,6A
Belmonte|girls,girls,54,58,-4,Belmonte,6A
Belyakov Academy of Music and Media|boys,boys,2,2,0,Walter-Kenny,4A
Belyakov Academy of Music and Media|girls,girls,1,1,0,Walter-Kenny,4A
Belyakov Agricultural Sciences Academy|boys,boys,8,4,4,Mickey Mantle,9A
Belyakov Agricultural Sciences Academy|girls,girls,21,12,9,Mickey Mantle,9A
Belyakov Depot High|boys,boys,82,80,2,Anse Doree,8A
Belyakov Depot High|girls,girls,78,66,12,Anse Doree,8A
Belyakov Environmental Sciences Academy|boys,boys,33,8,25,Friendship City,9A
Belyakov Environmental Sciences Academy|girls,girls,51,8,43,Friendship City,9A
Belyakov Polytechnic Institute|boys,boys,21,3,18,Morne Caribou Polytechnic,5A
Belyakov Polytechnic Institute|girls,girls,28,21,7,Morne Caribou Polytechnic,5A
Belyakov River Plain North|boys,boys,56,38,18,Lycee Valmont,6A
Belyakov River Plain North|girls,girls,47,53,-6,Lycee Valmont,6A
Belyakov River Plain|girls,girls,72,64,8,Grand Fond,5A
Belyakov School of Science and Industry|boys,boys,32,39,-7,Kongisburg,8A
Belyakov School of Science and Industry|girls,girls,20,32,-12,Kongisburg,8A
Belyakov|boys,boys,3,3,0,East Moscow,8A
Belyakov|girls,girls,3,6,-3,East Moscow,8A
Benchton|boys,boys,64,65,-1,Benchton,5A
Benchton|girls,girls,73,76,-3,Benchton,5A
Bend Senior High|boys,boys,6,13,-7,Bend Senior,8A
Bend Senior High|girls,girls,12,20,-8,Bend Senior,8A
Benedetti|boys,boys,32,7,25,Benedetti,6A
Benedetti|girls,girls,2,6,-4,Benedetti,6A
Benjamin Banneker|boys,boys,3,9,-6,Banneker,9A
Benjamin Banneker|girls,girls,45,11,34,Banneker,9A
Benton Cross|boys,boys,42,63,-21,Benton Cross,2A
Benton Cross|girls,girls,32,52,-20,Benton Cross,2A
Berrio|boys,boys,48,15,33,Berrio,3A
Berrio|girls,girls,43,41,2,Berrio,3A
Bethel Christian|boys,boys,43,53,-10,Bethel Christian,2A
Bethel Christian|girls,girls,47,27,20,Bethel Christian,2A
Beulah Landing|boys,boys,76,41,35,Beulah Landing,1A
Beulah Landing|girls,girls,79,53,26,Beulah Landing,1A
Bidwell City|boys,boys,11,14,-3,Alfalfa City,1A
Bidwell City|girls,girls,26,14,12,Alfalfa City,1A
Bidwell County|boys,boys,58,68,-10,County Line,1A
Bidwell County|girls,girls,29,43,-14,County Line,1A
Bidwell|boys,boys,7,9,-2,Bidwell,1A
Bidwell|girls,girls,20,17,3,Bidwell,1A
Bishop Ferraro|boys,boys,54,75,-21,Ferraro,2A
Bishop Ferraro|girls,girls,50,74,-24,Ferraro,2A
Black Springs|boys,boys,24,36,-12,Black Springs,9A
Black Springs|girls,girls,56,52,4,Black Springs,9A
Blackbird Canyon|boys,boys,15,23,-8,Tallulah Canyon,4A
Blackbird Canyon|girls,girls,12,13,-1,Tallulah Canyon,4A
Blackpine North|boys,boys,60,51,9,Ravenwood,4A
Blackpine North|girls,girls,39,37,2,Ravenwood,4A
Blackpine|boys,boys,6,11,-5,Blackpine,5A
Blackpine|girls,girls,12,5,7,Blackpine,5A
Boley Union|boys,boys,33,19,14,Boley,Group 2
Boley Union|girls,girls,22,27,-5,Boley,Group 2
Bonds|boys,boys,61,56,5,Bonds,Group 2
Bonds|girls,girls,48,64,-16,Bonds,Group 2
Boyerstown North|girls,girls,57,64,-7,Alder Crossing,7A
Boyerstown|boys,boys,70,53,17,Boyerstown,5A
Boyerstown|girls,girls,49,44,5,Boyerstown,5A
Brackwood Union|boys,boys,37,27,10,Brackwood Pass,1A
Brackwood Union|girls,girls,59,44,15,Brackwood Pass,1A
Breakwater North|boys,boys,44,47,-3,Lighthouse,7A
Breakwater North|girls,girls,26,54,-28,Lighthouse,7A
Breakwater|boys,boys,73,56,17,Tide Point,5A
Breakwater|girls,girls,64,78,-14,Tide Point,5A
Bridger Regional|boys,boys,50,39,11,Bridger Regional,Group 2
Bridger Regional|girls,girls,51,53,-2,Bridger Regional,Group 2
Brookmont|boys,boys,11,11,0,Brookmont,7A
Brookmont|girls,girls,8,7,1,Brookmont,7A
Buckeye Bend|boys,boys,6,24,-18,Wyalusing,4A
Buckeye Bend|girls,girls,48,33,15,Wyalusing,4A
Burdensome|boys,boys,34,36,-2,Burdensome,Group 2
Burdensome|girls,girls,8,39,-31,Burdensome,Group 2
Burnt River High|boys,boys,9,80,-71,Burnt River,1A
Burnt River High|girls,girls,3,85,-82,Burnt River,1A
Cabo Esperanza Technical Arts Academy|boys,boys,46,68,-22,Cabo Esperanza Tech,3A
Cabo Esperanza Technical Arts Academy|girls,girls,44,38,6,Cabo Esperanza Tech,3A
Calasanz Prep|boys,boys,42,54,-12,Calasanz Prep,4A
Calasanz Prep|girls,girls,33,50,-17,Calasanz Prep,4A
Caldera High|boys,boys,41,26,15,Caldera,8A
Caldera High|girls,girls,65,34,31,Caldera,8A
Calderwood School|boys,boys,1,7,-6,Calderwood,3A
Calderwood School|girls,girls,14,11,3,Calderwood,3A
Calder|boys,boys,57,65,-8,Calder,6A
Calder|girls,girls,64,66,-2,Calder,6A
Calvary Chapel Ditch Fork|boys,boys,8,2,6,Cassius,1A
Calvary Chapel Ditch Fork|girls,girls,14,4,10,Cassius,1A
Calvary Chapel Kilbride Switch|boys,boys,2,7,-5,Gottschalk-Herman,2A
Calvary Chapel Kilbride Switch|girls,girls,1,10,-9,Gottschalk-Herman,2A
Calvary Chapel Olivet|boys,boys,2,1,1,Banfield Day,1A
Calvary Chapel Olivet|girls,girls,2,1,1,Banfield Day,1A
Camden Flat|boys,boys,16,40,-24,Camden Flat,1A
Camden Flat|girls,girls,31,33,-2,Camden Flat,1A
Canaan Bend|boys,boys,70,41,29,Canaan Bend,2A
Canaan Bend|girls,girls,73,55,18,Canaan Bend,2A
Canal View North|boys,boys,44,47,-3,Lateral Seven,5A
Canal View North|girls,girls,19,47,-28,Lateral Seven,5A
Canal View|boys,boys,65,4,61,Springfield,6A
Canal View|girls,girls,72,27,45,Springfield,6A
Carden City|boys,boys,31,69,-38,Carden City,Group 1
Carden City|girls,girls,40,65,-25,Carden City,Group 1
Carmen Cordero|boys,boys,85,46,39,Bannock,9A
Carmen Cordero|girls,girls,83,67,16,Bannock,9A
Carmen Valera|boys,boys,67,35,32,Ferris,9A
Carmen Valera|girls,girls,59,23,36,Ferris,9A
Carmina|boys,boys,46,54,-8,Carmina,Group 2
Carmina|girls,girls,41,48,-7,Carmina,Group 2
Carroway School of Public Service|boys,boys,61,29,32,Liberty Hill,6A
Carroway School of Public Service|girls,girls,57,23,34,Liberty Hill,6A
Carroway|boys,boys,52,60,-8,Carroway,3A
Carroway|girls,girls,52,56,-4,Carroway,3A
Caswell Depot High|boys,boys,15,10,5,Cherry Hill North,2A
Caswell Depot High|girls,girls,14,2,12,Cherry Hill North,2A
Caswell I-50 Technical|boys,boys,22,60,-38,Cherry Hill South,8A
Caswell I-50 Technical|girls,girls,61,44,17,Cherry Hill South,8A
Caswell School of Science and Industry|boys,boys,13,21,-8,Arthur,5A
Caswell School of Science and Industry|girls,girls,17,24,-7,Arthur,5A
Caswell University Prep|boys,boys,56,54,2,Palisade Prep,3A
Caswell University Prep|girls,girls,70,51,19,Palisade Prep,3A
Caswell|boys,boys,39,31,8,Caswell,8A
Caswell|girls,girls,22,52,-30,Caswell,8A
Cañada Grande|boys,boys,8,42,-34,Cañada Grande,Group 1
Cañada Grande|girls,girls,8,75,-67,Cañada Grande,Group 1
Cedarport|boys,boys,49,56,-7,North San Francisco,7A
Cedarport|girls,girls,61,50,11,North San Francisco,7A
Central Christian|boys,boys,37,34,3,Winter Valley,3A
Central Christian|girls,girls,22,32,-10,Winter Valley,3A
Chaff Head|boys,boys,68,52,16,Chaff Head,2A
Chaff Head|girls,girls,52,71,-19,Chaff Head,2A
Chaminade|boys,boys,3,2,1,Chaminade,6A
Chaminade|girls,girls,1,4,-3,Chaminade,6A
Charleston-on-the-Coast|boys,boys,35,52,-17,Charleston-on-the-Coast,3A
Charleston-on-the-Coast|girls,girls,55,67,-12,Charleston-on-the-Coast,3A
Cherry Hill East|boys,boys,9,7,2,Cherry Hill East,7A
Cherry Hill East|girls,girls,13,11,2,Cherry Hill East,7A
Chicago Island|boys,boys,9,10,-1,Chicago Island,Group 2
Chicago Island|girls,girls,27,28,-1,Chicago Island,Group 2
Christ the King|boys,boys,46,35,11,Christ the King,1A
Christ the King|girls,girls,60,31,29,Christ the King,1A
Ciderhaven|boys,boys,10,5,5,Ciderhaven,3A
Ciderhaven|girls,girls,18,5,13,Ciderhaven,3A
Cincinnati|boys,boys,58,60,-2,Cincinnati,Group 1
Cincinnati|girls,girls,65,52,13,Cincinnati,Group 1
Clara Cross|boys,boys,53,67,-14,Red Mesa,8A
Clara Cross|girls,girls,54,63,-9,Red Mesa,8A
Clover Reach|boys,boys,9,10,-1,Clover,5A
Clover Reach|girls,girls,7,7,0,Clover,5A
Coast Prairie|boys,boys,50,65,-15,Coast Prairie,1A
Coast Prairie|girls,girls,57,57,0,Coast Prairie,1A
Coastal Christian|boys,boys,19,5,14,Coastal Christian,1A
Coastal Christian|girls,girls,7,3,4,Coastal Christian,1A
Commonwealth|boys,boys,29,31,-2,Commonwealth,9A
Commonwealth|girls,girls,9,14,-5,Commonwealth,9A
Condon High|boys,boys,80,54,26,Condon,1A
Condon High|girls,girls,68,50,18,Condon,1A
Condotti Vanguard Academy|boys,boys,6,3,3,Condotti Vanguard Academy,7A
Condotti Vanguard Academy|girls,girls,10,5,5,Condotti Vanguard Academy,7A
Coolidge|boys,boys,71,39,32,Seagrove,9A
Coolidge|girls,girls,43,41,2,Seagrove,9A
Copper Bar|boys,boys,48,47,1,Copper Bar,Group 2
Copper Bar|girls,girls,24,38,-14,Copper Bar,Group 2
Copper Crossing|boys,boys,55,60,-5,Copper Gap,1A
Copper Crossing|girls,girls,61,62,-1,Copper Gap,1A
Copper Lake East|boys,boys,30,26,4,Bridgewater,6A
Copper Lake East|girls,girls,34,37,-3,Bridgewater,6A
Copper Lake West|boys,boys,2,40,-38,Azurite,7A
Copper Lake West|girls,girls,56,58,-2,Azurite,7A
Copper Lake|boys,boys,41,30,11,Copper Lake,7A
Copper Lake|girls,girls,33,35,-2,Copper Lake,7A
Corliss Regional|boys,boys,57,57,0,Corliss Regional,3A
Corliss Regional|girls,girls,54,72,-18,Corliss Regional,3A
Cortland|boys,boys,82,60,22,Cortland,9A
Cortland|girls,girls,80,59,21,Cortland,9A
Costa Verde North|boys,boys,12,29,-17,Verde Highlands,5A
Costa Verde North|girls,girls,59,74,-15,Verde Highlands,5A
Costa Verde|boys,boys,39,40,-1,Costa Verde,4A
Costa Verde|girls,girls,41,43,-2,Costa Verde,4A
Cottonrock Point|boys,boys,66,50,16,Cottonrock Point,4A
Cottonrock Point|girls,girls,32,20,12,Cottonrock Point,4A
Cove High|boys,boys,40,30,10,Cove,2A
Cove High|girls,girls,34,33,1,Cove,2A
Covenant Christian|boys,boys,64,47,17,Covenant Christian,Group 3
Covenant Christian|girls,girls,48,63,-15,Covenant Christian,Group 3
Cradle Reach|boys,boys,49,17,32,Cradle,2A
Cradle Reach|girls,girls,19,44,-25,Cradle,2A
Crane|boys,boys,19,28,-9,Crane,3A
Crane|girls,girls,10,45,-35,Crane,3A
Crown Hill|boys,boys,33,42,-9,Crown Hill,7A
Crown Hill|girls,girls,31,66,-35,Crown Hill,7A
Cub River Catholic|boys,boys,38,41,-3,Coldwater,Group 2
Cub River Catholic|girls,girls,47,44,3,Coldwater,Group 2
Cutbank|boys,boys,52,27,25,Cutbank,Group 2
Cutbank|girls,girls,60,31,29,Cutbank,Group 2
César Mendoza|boys,boys,74,77,-3,De La Salle,9A
César Mendoza|girls,girls,69,10,59,De La Salle,9A
Dahlberg School of Science and Industry|boys,boys,45,41,4,Hartford City,3A
Dahlberg School of Science and Industry|girls,girls,48,40,8,Hartford City,3A
Dahlberg|boys,boys,70,61,9,Dahlberg Summit,3A
Dahlberg|girls,girls,71,68,3,Dahlberg Summit,3A
Daniel Gaines North|boys,boys,46,34,12,Tensas,7A
Daniel Gaines North|girls,girls,37,53,-16,Tensas,7A
Daniel Gaines|girls,girls,36,21,15,Vicksburg,7A
Dawkins|boys,boys,3,4,-1,Dawkins,Group 2
Dawkins|girls,girls,7,9,-2,Dawkins,Group 2
Delbarton|boys,boys,57,36,21,Delbarton,7A
Delbarton|girls,girls,63,47,16,Delbarton,7A
Depot High North|boys,boys,51,57,-6,Natchez,Group 1
Depot High North|girls,girls,70,55,15,Natchez,Group 1
Depot High|boys,boys,13,28,-15,Passaic,4A
Depot High|girls,girls,8,28,-20,Passaic,4A
Diamante|boys,boys,58,24,34,Diamante,Group 3
Diamante|girls,girls,52,39,13,Diamante,Group 3
Ditch Fork|boys,boys,13,48,-35,Ditch Fork,8A
Ditch Fork|girls,girls,18,51,-33,Ditch Fork,8A
Dolores Huerta|boys,boys,59,44,15,Huerta,9A
Dolores Huerta|girls,girls,65,57,8,Huerta,9A
Dovetail|boys,boys,24,58,-34,Dovetail,Group 3
Dovetail|girls,girls,62,65,-3,Dovetail,Group 3
Doyle Junction|boys,boys,50,60,-10,Doyle Pass,4A
Doyle Junction|girls,girls,61,68,-7,Doyle Pass,4A
Doyleville Union|boys,boys,8,9,-1,Doyleville Union,Group 3
Doyleville Union|girls,girls,12,11,1,Doyleville Union,Group 3
Draybrook Union|boys,boys,3,13,-10,Draybrook Union,2A
Draybrook Union|girls,girls,6,4,2,Draybrook Union,2A
Drayfield Foundry High|boys,boys,22,25,-3,Empire,Group 2
Drayfield Foundry High|girls,girls,49,20,29,Empire,Group 2
Drayfield|boys,boys,55,23,32,Drayfield,Group 2
Drayfield|girls,girls,35,40,-5,Drayfield,Group 2
Dry Lake|boys,boys,24,28,-4,Dry Lake,6A
Dry Lake|girls,girls,13,41,-28,Dry Lake,6A
Dufur High|boys,boys,30,15,15,Dufur,1A
Dufur High|girls,girls,12,9,3,Dufur,1A
Eagleton|girls,girls,68,61,7,Eagleton,Group 3
Eastgate North|girls,girls,53,43,10,Eastgate North,6A
Eastmont Christian|boys,boys,11,13,-2,Eastmont,4A
Eastmont Christian|girls,girls,46,9,37,Eastmont,4A
Eatonville Central|boys,boys,57,39,18,Eatonville,Group 3
Eatonville Central|girls,girls,55,58,-3,Eatonville,Group 3
Echevarria Foundry High|boys,boys,60,29,31,Bitterroot,Group 1
Echevarria Foundry High|girls,girls,48,15,33,Bitterroot,Group 1
Echevarria I-50 Technical|boys,boys,48,58,-10,Red Bluff,Group 1
Echevarria I-50 Technical|girls,girls,71,57,14,Red Bluff,Group 1
Echo High|boys,boys,61,65,-4,Echo,2A
Echo High|girls,girls,54,65,-11,Echo,2A
Eden County Christian|boys,boys,26,26,0,Eden,Group 2
Eden County Christian|girls,girls,9,19,-10,Eden,Group 2
Edith Hart|boys,boys,18,13,5,Bellarmine Prep,7A
Edith Hart|girls,girls,5,6,-1,Bellarmine Prep,7A
Edith Mercer|boys,boys,49,19,30,Forest Park,9A
Edith Mercer|girls,girls,23,21,2,Forest Park,9A
Edith Tillman|boys,boys,29,34,-5,Norwood Park,Group 2
Edith Tillman|girls,girls,26,26,0,Norwood Park,Group 2
Edith Ward|boys,boys,20,31,-11,Central West End,5A
Edith Ward|girls,girls,16,19,-3,Central West End,5A
